카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드,latitude,longitude
생각나는커피,4.4,80,11,대구 달서구 와룡로53길 61,NO INFO,053-525-4613,NO INFO,"★ 커피 10잔당 1장 무료(가격제한없음) ★
★ 안보는 책 가져가면 아메리카노 무료 ★

케익 판매 안함, 와플로 대체

생각나는커피입니다:)
커피는 물론 수제과일청이 맛있는 카페입니다

과일청과 더치커피는 주문판매도 하고있습니다
문의는 카톡 aromy123 으로 해주세요~^^감사합니다",NO INFO,"{'커피가 맛있어요': '24', '음료가 맛있어요': '11', '친절해요': '10', '가성비가 좋아요': '9', '집중하기 좋아요': '5', '대화하기 좋아요': '4', '디저트가 맛있어요': '3', '특별한 메뉴가 있어요': '2', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '매장이 청결해요': '1'}",35.8566957,128.5337102
마이요거트립,0.0,7,1,대구 달서구 와룡로53길 72-9 1층,NO INFO,053-269-5563,NO INFO,"<요거트 아이스크림&그릭 요거트>
매일 매장에서 신선한 생우유로 만드는 프리미언 요거트 아이스크림,그릭요거트입니다
항상 위생과 청결을 중요하게 생각하고 매일 아이스크림기계 청소와 소독을 시행하고 있습니다^^

!!알림!!

가져가실때 아이스크림이 녹는 것을 방지하기 위해 급냉 후 드립니다.
벌집꿀 섭취 금지:만1~2세 미만의 영유아와 꽃가루 알러지가 있는분은 섭취가 불가능 합니다!

과일을 당일 수급해오기 때문에 과일 토핑양이 조금씩 조정될 수 있어요.
※단체주문은 2-3일전에 미리 연락해 주세요!",NO INFO,{},35.8572751,128.5330665
구움도,0.0,83,24,대구 달서구 와룡로53길 80 1층,11:00 - 18:00,NO INFO,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '34', '디저트가 맛있어요': '33', '친절해요': '27', '매장이 청결해요': '16', '음료가 맛있어요': '12', '인테리어가 멋져요': '11', '특별한 메뉴가 있어요': '10', '가성비가 좋아요': '5', '집중하기 좋아요': '4', '뷰가 좋아요': '4', '사진이 잘 나와요': '3', '대화하기 좋아요': '3'}",35.8568998,128.5326568
커피1번가,4.28,88,0,대구 달서구 용산로 141 105호,NO INFO,NO INFO,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '17', '가성비가 좋아요': '9', '친절해요': '8', '대화하기 좋아요': '7', '음료가 맛있어요': '5', '매장이 청결해요': '4', '주차하기 편해요': '2', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '좌석이 편해요': '1', '디저트가 맛있어요': '1', '인테리어가 멋져요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}",35.850088,128.5300985
훈카롱,4.5,63,43,대구 달서구 용산로 174 상가 1층 103호 훈카롱,정기휴무 (매주 목요일),0507-1480-0035,http:// https//band.us/n/a9ad1at7q4E2O,"숙성이 깔끔하게된 고유의 전통마카롱으로
메뉴가 매일마다 다르게 다양하게 나온다는점
메뉴알고싶다면 band / 인스타그램 '훈카롱' 검색하시면
다음날 메뉴를 알수있다
주문은 카카오톡플친 '훈카롱' 으로 주문하시고
입금확인시에 예약확정이되며 편한시간에 픽업서비스가능하며 택배나퀵(비용별도문의)도 가능하다는점 참고해주세요",NO INFO,"{'디저트가 맛있어요': '18', '친절해요': '9', '음료가 맛있어요': '6', '매장이 청결해요': '3', '대화하기 좋아요': '3', '커피가 맛있어요': '2', '가성비가 좋아요': '2', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1', '화장실이 깨끗해요': '1'}",35.8532483,128.5312153
하삼동커피 대구용산점,0.0,279,5,대구 달서구 용산로 192,NO INFO,053-567-4343,NO INFO,"학생문화센터 대각선으로 맞은편에 있어요
삼천리 자전거 옆입니다

잠시 정차 가능합니다^^",NO INFO,"{'커피가 맛있어요': '154', '음료가 맛있어요': '101', '친절해요': '101', '가성비가 좋아요': '85', '매장이 청결해요': '46', '디저트가 맛있어요': '26', '인테리어가 멋져요': '24', '주차하기 편해요': '16', '특별한 메뉴가 있어요': '16', '대화하기 좋아요': '12', '사진이 잘 나와요': '8', '뷰가 좋아요': '6', '좌석이 편해요': '5', '집중하기 좋아요': '4'}",35.8545604,128.5308102
해성,0.0,16,1,대구 달서구 용산로 21,NO INFO,053-563-6070,NO INFO,NO INFO,NO INFO,"{'친절해요': '10', '음식이 맛있어요': '2', '주차하기 편해요': '2', '가성비가 좋아요': '2', '술이 다양해요': '1', '인테리어가 멋져요': '1', '기본 안주가 좋아요': '1', '특별한 메뉴가 있어요': '1'}",35.8392703,128.5303885
문작가의 카페,0.0,4,321,대구 달서구 용산로 225 3층 문작가의 카페,NO INFO,010-2528-9914,http://moonbookcafe.com,글쓰는 작가가 상주하는 책방이에요~ 책도 읽고 토론도 하고 글도 쓰는 곳입니다. 커피 마시며 책 을 매개로 생각을 나눠요~ 동네 사랑방이 ...,NO INFO,{},35.8578077,128.5303352
파스쿠찌 대구용산점,4.47,1119,13,대구 달서구 용산로 231,08:00 - 24:00,053-523-8497,http://www.caffe-pascucci.co.kr/,파스쿠찌 대구용산점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,NO INFO,"{'커피가 맛있어요': '279', '음료가 맛있어요': '149', '대화하기 좋아요': '126', '매장이 청결해요': '122', '친절해요': '117', '디저트가 맛있어요': '109', '좌석이 편해요': '97', '집중하기 좋아요': '82', '화장실이 깨끗해요': '58', '인테리어가 멋져요': '57', '뷰가 좋아요': '30', '특별한 메뉴가 있어요': '28', '가성비가 좋아요': '27', '주차하기 편해요': '21', '사진이 잘 나와요': '14'}",35.8582797,128.530268
카페캔버스 상리공원점,0.0,282,1,대구 달서구 용산로 259 용산파크타운 상가1층 카페캔버스버스,NO INFO,010-4142-3202,NO INFO,커피가 맛있고 와플도 맛있는 다양한 음료가 즉석에서 제공되는 상리공원 앞 휴식처,NO INFO,"{'커피가 맛있어요': '165', '친절해요': '150', '가성비가 좋아요': '132', '음료가 맛있어요': '127', '매장이 청결해요': '39', '주차하기 편해요': '32', '디저트가 맛있어요': '19', '대화하기 좋아요': '8', '특별한 메뉴가 있어요': '7', '인테리어가 멋져요': '3', '사진이 잘 나와요': '3', '집중하기 좋아요': '2', '뷰가 좋아요': '2'}",35.860596,128.5300455
커피한잔의여유,4.42,19,0,대구 달서구 용산로 266 용산영남타운,NO INFO,053-425-3651,NO INFO,NO INFO,NO INFO,{},35.8609081,128.5324515
카페따숲,0.0,168,12,대구 달서구 용산로 88 카페따숲,"08:00 - 21:00
20:50 라스트오더",070-8691-3929,NO INFO,- 매장 내 외부음식(과자류 포함) 반입금지 (야외테이블 이용시에도 섭취불가합니다),NO INFO,"{'커피가 맛있어요': '103', '친절해요': '58', '디저트가 맛있어요': '45', '음료가 맛있어요': '45', '매장이 청결해요': '32', '가성비가 좋아요': '25', '인테리어가 멋져요': '21', '대화하기 좋아요': '17', '주차하기 편해요': '14', '좌석이 편해요': '12', '뷰가 좋아요': '10', '특별한 메뉴가 있어요': '8', '사진이 잘 나와요': '7'}",35.845171,128.5309533
커피랑도서관 대구죽전점,4.95,56,33,대구 달서구 용산로12길 60 5층,NO INFO,070-7720-1140,http://www.cll.co.kr,"공부 명당!!!
커피랑도서관 대구 죽전점입니다.

1. 고급 원두를 사용한 핸드드립 커피를 비롯해 각종음료가 무제한 무료입니다.
2. 600여권의 신간도서와 베스트셀러를 구비해두었습니다.
3. 국내 유일 유인으로 운영되어 늘 청결하게 관리되고 있으며 직원들 모두 친절합니다.
4. 중'고생,대학생의 학교시험준비, 공무원 고시원 고시준비 등 다양한 요금제가 준비되어 있습니다
5. 프라이빗하게 공부할수있는 스터디룸(4인,8인룸)에서는 학생들 과외 및 직장인들 회의, 세미나 또 대학생들 팀플, 어머니들 취미생활 등을 하기에 안성맞춤입니다.

언제든지 문의 또는 방문해주세요:)",NO INFO,{},35.8423527,128.5341695
단내음,4.54,88,55,대구 달서구 용산로12길 77 상가 101호 단내음,11:00 - 20:00,0507-1350-4549,http://instagram.com/Dan_naeum,"마카롱, 레터링케이크, 케이크, 쿠키",NO INFO,"{'디저트가 맛있어요': '37', '친절해요': '31', '선물하기 좋아요': '29', '매장이 청결해요': '17', '특별한 메뉴가 있어요': '15', '가성비가 좋아요': '12', '주차하기 편해요': '5', '주문제작을 잘해줘요': '4', '인테리어가 멋져요': '2', '사진이 잘 나와요': '2', '커피가 맛있어요': '1', '아늑해요': '1', '아이와 가기 좋아요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '종류가 다양해요': '1', '뷰가 좋아요': '1'}",35.8428686,128.5348393
멜로우스킨,0.0,70,27,대구 달서구 용산로12길 77 죽전역코오롱하늘채상가 201호,NO INFO,0507-1435-7336,https://www.instagram.com/mellowskin_official/,모든 관리에 여드름 추출이 포함입니다 :) 1:1 맞춤 관리가 가능한 1인샵 입니다 ^.^,NO INFO,"{'친절해요': '54', '시술이 꼼꼼해요': '54', '맞춤 케어를 잘해줘요': '52', '관리 효과가 좋아요': '43', '매장이 청결해요': '31', '분위기가 편안해요': '29', '상담이 자세해요': '23', '기구가 청결해요': '13', '주차하기 편해요': '10', '가격이 합리적이에요': '7', '비싼 만큼 가치있어요': '3', '관리법을 잘 알려줘요': '1', '과도한 권유가 없어요': '1'}",35.8426419,128.5350495
두번째 산책,4.74,70,0,대구 달서구 용산로14길 23,11:00 - 17:00,010-7721-5339,https://www.instagram.com/second__walk,예약문의는 카톡으로 연락주세요~ (s2condwalk) 영업시간 이후에는 답변이 늦을 수 있습니다. 양해 부탁드려요. :),NO INFO,"{'디저트가 맛있어요': '30', '친절해요': '29', '커피가 맛있어요': '28', '인테리어가 멋져요': '16', '매장이 청결해요': '11', '음료가 맛있어요': '10', '특별한 메뉴가 있어요': '9', '포장이 깔끔해요': '4', '가성비가 좋아요': '4', '대화하기 좋아요': '4', '화장실이 깨끗해요': '4', '선물하기 좋아요': '3', '뷰가 좋아요': '3', '아늑해요': '2', '사진이 잘 나와요': '2', '주차하기 편해요': '1', '집중하기 좋아요': '1'}",35.8431053,128.532005
경이로운 커피(대구점),0.0,37,7,대구 달서구 용산로14길 34 1층,"08:00 - 02:00
01:00 라스트오더",0507-1461-9117,https://www.instagram.com/kyung2_coffee00,경이로운 커피에서 다채로운 맛의 음료&디저트와 즐거움이 느껴지는 공간을 경험하세요.,NO INFO,"{'친절해요': '16', '인테리어가 멋져요': '14', '음료가 맛있어요': '13', '매장이 청결해요': '12', '커피가 맛있어요': '11', '디저트가 맛있어요': '8', '특별한 메뉴가 있어요': '8', '좌석이 편해요': '7', '사진이 잘 나와요': '7', '대화하기 좋아요': '6', '주차하기 편해요': '5', '가성비가 좋아요': '3', '집중하기 좋아요': '3', '오래 머무르기 좋아요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2', '아이와 가기 좋아요': '1', '메뉴 구성이 알차요': '1'}",35.8428285,128.5326799
평온,0.0,26,76,대구 달서구 용산로4안길 24 1층,NO INFO,NO INFO,http://instagram.com/cafe_pyeongon,평온平溫 _ 평균의 온도 본리동 주택가 골목의 작은 카페입니다,NO INFO,{},35.8395044,128.5316114
카페 비하겐,4.57,44,0,대구 달서구 용산서로 10,11:30 - 23:30,053-521-3355,NO INFO,NO INFO,NO INFO,"{'음료가 맛있어요': '10', '커피가 맛있어요': '5', '대화하기 좋아요': '4', '친절해요': '2', '집중하기 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '가성비가 좋아요': '1', '특별한 메뉴가 있어요': '1', '매장이 청결해요': '1'}",35.8577592,128.5294818
카페봄봄 용산점,0.0,419,10,대구 달서구 용산서로 14 101호,09:30 - 22:00,NO INFO,NO INFO,"원활한 진행으로 인하여 전화주문은 받지 않아요.
봄봄오더, 배민 포장 주문으로만 미리 주문가능하며,
가격은 다를 수 있습니다.",NO INFO,"{'가성비가 좋아요': '115', '커피가 맛있어요': '100', '친절해요': '89', '음료가 맛있어요': '72', '매장이 청결해요': '19', '디저트가 맛있어요': '14', '특별한 메뉴가 있어요': '11', '주차하기 편해요': '4', '집중하기 좋아요': '4', '대화하기 좋아요': '4', '인테리어가 멋져요': '3', '화장실이 깨끗해요': '3', '뷰가 좋아요': '3', '좌석이 편해요': '1'}",35.8577591,128.5290414
더벤티 대구용산점,0.0,223,3,"대구 달서구 용산서로 14-8 1층 3호, 더벤티 대구용산점",NO INFO,053-565-0786,http://theventi.co.kr/,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,NO INFO,"{'음료가 맛있어요': '51', '커피가 맛있어요': '48', '친절해요': '38', '가성비가 좋아요': '29', '매장이 청결해요': '17', '특별한 메뉴가 있어요': '7', '디저트가 맛있어요': '6', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}",35.8582772,128.5289831
마마,4.13,15,0,대구 달서구 용산서로 14-8 지하 mama,NO INFO,0507-1345-6282,NO INFO,NO INFO,NO INFO,{},35.8582772,128.5289831
다빈치커피 용산꿈의대화점,4.5,329,0,대구 달서구 용산서로 4-21,NO INFO,053-262-2041,http://www.edavinci.co.kr/,"오늘도 함께하는 나의 커피 다빈치는 감동입니다.

기본을 지키는 커피가 맛있습니다.",NO INFO,"{'커피가 맛있어요': '73', '음료가 맛있어요': '38', '디저트가 맛있어요': '32', '대화하기 좋아요': '31', '좌석이 편해요': '30', '친절해요': '28', '매장이 청결해요': '23', '가성비가 좋아요': '16', '주차하기 편해요': '13', '특별한 메뉴가 있어요': '11', '인테리어가 멋져요': '6', '화장실이 깨끗해요': '6', '뷰가 좋아요': '4', '사진이 잘 나와요': '2', '집중하기 좋아요': '2'}",35.8579842,128.529494
블레스유 용산점,4.59,169,0,대구 달서구 용산서로 42,11:30 - 23:00,053-527-2585,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '36', '음료가 맛있어요': '25', '친절해요': '25', '대화하기 좋아요': '14', '가성비가 좋아요': '12', '디저트가 맛있어요': '7', '매장이 청결해요': '7', '인테리어가 멋져요': '5', '화장실이 깨끗해요': '5', '좌석이 편해요': '4', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '특별한 메뉴가 있어요': '2', '주차하기 편해요': '1'}",35.8576446,128.5255157
달콤블리,4.55,158,11,대구 달서구 용산서로 74 1층 달콤블리,11:00 - 21:00,0507-1308-4278,NO INFO,NO INFO,NO INFO,"{'디저트가 맛있어요': '57', '음료가 맛있어요': '57', '커피가 맛있어요': '56', '친절해요': '55', '매장이 청결해요': '33', '가성비가 좋아요': '27', '특별한 메뉴가 있어요': '24', '사진이 잘 나와요': '13', '대화하기 좋아요': '7', '좌석이 편해요': '6', '인테리어가 멋져요': '6', '화장실이 깨끗해요': '3', '주차하기 편해요': '1', '집중하기 좋아요': '1'}",35.8548621,128.5256301
